,word,frequency
12818,"Sunday.""
",1
12819,"""What?""",1
12820,staring.,1
12821,"sign,
",1
12822,Royalty,2
12823,"Nobility?""
",1
12824,"""judiciously",1
12825,cat,2
12826,"milk,",1
12827,"wish
",2
12828,thirst,1
12829,Judiciously,1
12830,dog,2
12831,"prey,",2
12832,"day.""
",3
12833,topmost,1
12834,pallet-bed,1
12835,needed,3
12836,"persuasion,",1
12837,Worse,1
12838,provincial,1
12839,degree.,2
12840,Saving,1
12841,constantly,4
12842,"haunted,",1
12843,agreeable.,1
12844,determined,7
12845,"connection
",1
12846,"shoes
",1
12847,contended,3
12848,pretend,2
12849,brightly,1
12850,"ornamented
",1
12851,murder,5
12852,"afterwards
",1
12853,flay,1
12854,infallibly,1
12855,played,5
12856,"Therefore,",3
12857,"enchanted
",1
12858,"accompany
",1
12859,Versailles.,1
12860,"additionally
",1
12861,disconcerting,2
12862,"public
",3
12863,conveyance;,1
12864,additionally,1
12865,"madame,""",4
12866,"make,",4
12867,"madame?""
",2
12868,"""Many",1
12869,"things.""
",2
12870,"instance-""
",1
12871,"instance,""",1
12872,"""shrouds.""
",1
12873,cap:,1
12874,oppressive.,1
12875,Queen,2
12876,"for,
",2
12877,large-faced,1
12878,fair-faced,1
12879,Bull's,3
12880,Eye,3
12881,glittering,2
12882,lords;,1
12883,jewels,2
12884,silks,1
12885,powder,2
12886,splendour,1
12887,"spurning
",1
12888,disdainful,1
12889,"sexes,",1
12890,bathed,1
12891,temporary,1
12892,"intoxication,",2
12893,everything!,1
12894,ubiquitous,1
12895,"gardens,",1
12896,"courtyards,",1
12897,"terraces,",1
12898,"fountains,",1
12899,"green
",1
12900,"banks,",1
12901,"Eye,",1
12902,"ladies,
",1
12903,"sentiment.
",1
12904,During,2
12905,plenty,1
12906,shouting,2
12907,weeping,2
12908,sentimental,1
12909,throughout,2
12910,"collar,",1
12911,brief,2
12912,devotion,1
12913,tearing,4
12914,"pieces.
",1
12915,"""Bravo!""",1
12916,"over,
",1
12917,patron;,1
12918,"boy!""
",1
12919,"mistrustful
",1
12920,demonstrations;,1
12921,"no.
",1
12922,ear;,1
12923,fools,2
12924,"insolent,",1
12925,"ended.""
",1
12926,"""Hey!""",1
12927,reflectively;,1
12928,"""These",3
12929,despise,1
12930,"dogs,",1
12931,deceive,4
12932,longer;,1
12933,"much.""
",1
12934,superciliously,1
12935,"confirmation.
",1
12936,"she,",2
12937,shout,2
12938,shed,5
12939,"anything,
",1
12940,noise.,1
12941,Say!,2
12942,Would,3
12943,"madame,",32
12944,"dolls,",1
12945,pluck,2
12946,despoil,1
12947,"advantage,",2
12948,gayest.,1
12949,"""Truly",1
12950,"madame.""
",4
12951,flock,1
12952,"fly,",1
12953,strip,1
12954,feathers,1
12955,"feathers;
",1
12956,"true,",2
12957,dolls,1
12958,"to-day,""",1
12959,apparent;,1
12960,"""now,",1
12961,"home!""
",1
12962,"XVI
",1
12963,STILL,2
12964,MADAME,1
12965,DEFARGE,1
12966,amicably,1
12967,speck,1
12968,toiled,1
12969,"avenue
",1
12970,"wayside,",1
12971,ample,1
12972,listening,5
12973,quest,3
12974,"burn,",1
12975,borne,4
12976,"starved
",1
12977,altered.,1
12978,"just
",1
12979,village-,1
12980,existence,2
12981,had-,1
12982,anger,4
12983,pain;,1
12984,dangling,2
12985,"avenged,",1
12986,henceforth,1
12987,"dints
",1
12988,sculptured,1
12989,"recognised,
",1
12990,"peep
",1
12991,"petrified,",1
12992,skinny,1
12993,moss,2
12994,hares,1
12995,Chateau,1
12996,"hut,",1
12997,well-,1
12998,"thousands
",1
12999,acres,1
13000,land-,1
13001,province,1
13002,France-,2
13003,itself-,1
13004,hair-breadth,1
13005,line.,1
13006,greatnesses,1
13007,"littlenesses,",1
13008,"lie
",1
13009,star.,1
13010,analyse,1
13011,"composition,",1
13012,"sublimer
",1
13013,intelligences,1
13014,"ours,
",1
13015,"act,",1
13016,vice,1
13017,"virtue,",1
13018,"responsible
",1
13019,"Defarges,",4
13020,"starlight,",1
13021,"vehicle,",2
13022,"whereunto
",1
13023,tended.,1
13024,stoppage,1
13025,"guardhouse,",1
13026,lanterns,1
13027,examination,3
13028,inquiry.,1
13029,alighted;,1
13030,"knowing
",1
13031,soldiery,2
13032,police.,1
13033,affectionately,2
13034,"embraced.
",1
13035,enfolded,1
13036,Defarges,4
13037,"dusky
",1
13038,"wings,",1
13039,finally,6
13040,alighted,2
13041,"Saint's
",1
13042,"boundaries,",1
13043,offal,1
13044,"husband:
",1
13045,"thee?""
",1
13046,commissioned,1
13047,quarter.,1
13048,"""Eh",4
13049,"well!""",3
13050,"cool
",1
13051,"call
",2
13052,"man?""
",2
13053,"English.""
",2
13054,"""Barsad,""",3
13055,pronunciation.,1
13056,careful,3
13057,"accurately,",1
13058,spelt,1
13059,"correctness.
",1
13060,madame.,5
13061,"""Good.",3
13062,"""John.""
",1
13063,"""John",2
13064,"Barsad,""",5
13065,murmuring,2
13066,herself.,2
13067,appearance;,2
13068,"known?""
",1
13069,"""Age,",1
13070,"height,",1
13071,nine;,1
13072,"hair;
",1
13073,complexion,2
13074,dark;,2
13075,"generally,",1
13076,visage;,1
13077,"thin,",2
13078,sallow;,1
13079,"aquiline,",1
13080,"straight,",5
13081,cheek;,1
13082,"therefore,
",1
13083,"sinister.""
",1
13084,faith.,1
13085,"portrait!""",1
13086,registered,1
13087,"midnight),",1
13088,moneys,1
13089,entries,2
13090,"book,",1
13091,serving,1
13092,"possible
",1
13093,dismissed,2
13094,contents,1
13095,knotting,1
13096,"knots,
",1
13097,complacently,1
13098,"admiring,
",1
13099,interfering;,1
13100,ill-smelling.,1
13101,"olfactory
",1
13102,"tasted,",1
13103,rum,1
13104,"brandy
",1
13105,aniseed.,1
13106,whiffed,1
13107,compound,1
13108,smoked-out,1
13109,"pipe.
",1
13110,"fatigued,""",1
13111,"knotted
",1
13112,"odours.""
",1
13113,"tired,""",1
13114,"acknowledged.
",1
13115,"depressed,",1
13116,"accounts,",1
13117,"men!""
",1
13118,"dear!""",4
13119,firmly;,1
13120,"dear!
",2
13121,"time,""",3
13122,wife;,3
13123,time?,1
13124,Vengeance,15
13125,retribution,1
13126,"rule.""
",1
13127,"Lightning,""
",1
13128,"long,""",1
13129,"""does",1
13130,store,1
13131,lightning?,1
13132,"thoughtfully,",1
13133,earthquake,1
13134,town.,1
13135,Eh,1
13136,well!,5
13137,"earthquake?""
",1
13138,"pieces
",1
13139,"preparing,
",1
13140,consolation.,1
13141,knot,4
13142,flashing,1
13143,throttled,1
13144,"foe.
",1
13145,"thee,""",2
13146,"emphasis,",2
13147,thee,2
13148,"retreats,",1
13149,stops.,1
13150,advancing.,1
13151,"lives
",1
13152,"world
",1
13153,rage,1
13154,discontent,1
13155,Jacquerie,1
13156,addresses,1
13157,"hour.
",2
13158,last?,1
13159,Bah!,1
13160,mock,1
13161,"bent,",2
13162,docile,1
13163,attentive,2
13164,pupil,1
13165,"catechist,",1
13166,"But
",5
13167,possible-,2
13168,"wife,
",2
13169,tying,1
13170,"knot,",1
13171,"strangled.
",1
13172,"apologetic
",1
13173,shrug.,1
13174,"triumph.""
",1
13175,helped,5
13176,vain.,3
13177,"believe,
",2
13178,triumph.,2
13179,aristocrat,2
13180,"tyrant,
",1
13181,"would--""
",1
13182,cowardice;,1
13183,"""Yes!",1
13184,Sustain,1
13185,"yourself
",1
13186,"comes,",1
13187,"devil;
",1
13188,chained-,1
13189,"shown-
",1
13190,"ready.""
",1
13191,enforced,1
13192,conclusion,3
13193,"striking
",2
13194,handkerchief,2
13195,serene,1
13196,observing,5
13197,Next,5
13198,noontide,1
13199,assiduously.,1
13200,"flower,",1
13201,infraction,1
13202,"seated,",1
13203,sprinkled,2
13204,about.,2
13205,"hot,
",1
13206,"flies,",1
13207,inquisitive,2
13208,perquisitions,1
13209,glutinous,1
13210,"near
",2
13211,bottom.,1
13212,decease,1
13213,"promenading,",1
13214,"coolest
",1
13215,"elephants,",1
13216,"removed),",1
13217,fate.,3
13218,Curious,1
13219,heedless,1
13220,are!-,1
13221,entering,3
13222,"pin
",1
13223,"head-dress,",1
13224,"figure.
",2
13225,drop,4
13226,"wineshop.
",1
13227,"new-comer.
",1
13228,knitting:,1
13229,"""Hah!",3
13230,"forty,",1
13231,height,2
13232,"visage,",2
13233,"dark,
",1
13234,aquiline,2
13235,"straight,
",1
13236,cheek,3
13237,imparts,1
13238,expression!,1
13239,"all!""
",1
13240,"cognac,",2
13241,mouthful,1
13242,"air.
",1
13243,"""Marvellous",1
13244,cognac,3
13245,"madame!""
",1
13246,"complimented,",1
13247,antecedents,2
13248,"flattered,",1
13249,"moments,",4
13250,"general.
",1
13251,knit,2
13252,"skill,",3
13253,"too!""
",1
13254,"""Decidedly.",1
13255,"for?""
",1
13256,"""Pastime,""",1
13257,"nimbly.
",1
13258,"use?""
",1
13259,depends.,1
13260,do--,1
13261,"Well,""
",1
13262,"coquetry,",1
13263,remarkable;,1
13264,opposed,2
13265,head-dress,2
13266,"Two
",1
13267,"separately,",1
13268,"when,
",2
13269,catching,1
13270,"novelty,",1
13271,"faltered,",1
13272,"Nor,",3
13273,"entered,
",1
13274,detect,2
13275,sign.,1
13276,"lounged
",1
13277,"stricken,",1
13278,"unimpeachable.
",1
13279,"""JOHN,""",1
13280,checking,1
13281,"knitted,",1
13282,stranger.,1
13283,"""Stay",1
13284,'BARSAD',1
13285,"""Children?""
",1
13286,"children.""
",1
13287,"""Business",2
13288,seems,9
13289,"bad?""
",1
13290,bad;,1
13291,"poor.""
",1
13292,"""Ah,",3
13293,"unfortunate,",1
13294,people!,1
13295,"oppressed,",3
13296,too-,2
13297,"say,""",1
13298,"retorted,",2
13299,correcting,1
13300,deftly,1
13301,"knitting
",2
13302,boded,1
13303,"good.
",1
13304,"naturally
",2
13305,"course.""
",2
13306,"think?""",1
13307,voice.,5
13308,thinking.,1
13309,embarrassing,1
13310,others?,1
13311,"spy,",20
13312,"sinister
",1
13313,gossiping,1
13314,"cognac.
",1
13315,Gaspard's,1
13316,execution.,1
13317,Ah!,1
13318,"Gaspard!""",1
13319,"compassion.
",1
13320,"faith!""",1
13321,coolly,1
13322,"lightly,",1
13323,"use
",1
13324,"purposes,",1
13325,beforehand,1
13326,was;,1
13327,"price.""
",1
13328,dropping,5
13329,soft,5
13330,invited,1
13331,expressing,2
13332,injured,3
13333,"revolutionary
",1
13334,susceptibility,1
13335,muscle,1
13336,fellow?,2
13337,"vacantly.
",2
13338,"""-Here",1
13339,"husband!""",2
13340,saluted,2
13341,engaging,2
13342,repeated;,1
13343,"stare.
",2
13344,"monsieur,""",1
13345,wineshop.,1
13346,Ernest,3
13347,"same,""",1
13348,"airily,",1
13349,discomfited,1
13350,"too:
",1
13351,"day!
",1
13352,"day!""",1
13353,"drily.
",1
13354,"chatting
",2
13355,"entered,",4
13356,wonder!-,1
13357,fate,4
13358,"Gaspard.""
",1
13359,wife's,2
13360,"opposed,",1
13361,"unconscious
",2
13362,drained,1
13363,sip,1
13364,cognac.,1
13365,"Defarge
",4
13366,hummed,1
13367,"profoundly
",2
13368,"inhabitants.""
",1
13369,conversing,1
13370,cherishing,1
13371,interesting,2
13372,associations,5
13373,"""Indeed!""",1
13374,"released,",6
13375,"domestic,",1
13376,"you.
",2
13377,"circumstances?""
",2
13378,"""Such",3
13379,"fact,",3
13380,"certainly,""",1
13381,"warbled,",1
13382,"brevity.
",1
13383,came;,3
13384,accompanied,4
13385,"brown
",2
13386,monsieur;,1
13387,called?-,1
13388,wig-,1
13389,Company-,1
13390,"fact,""",1
13391,"remembrances!""",1
13392,spy.,4
13393,"known
",3
13394,"spy.
",4
13395,"""No,""",2
13396,"effect,""",1
13397,"song,",2
13398,news,4
13399,"arrival,",1
13400,two;,1
13401,"but,
",3
13402,"we,",1
13403,"ours-
",1
13404,"correspondence.""
",1
13405,"""Perfectly",1
13406,"married.""
",1
13407,"""Going?""",1
13408,married,8
13409,madame;,3
13410,"tongue
",1
13411,identification,2
13412,compliment;,1
13413,laugh.,1
13414,"added:
",2
13415,married.,2
13416,"Englishman;
",1
13417,birth.,1
13418,Gaspard,2
13419,"(ah,",1
13420,"cruel,",3
13421,"cruel!),",1
13422,D'Aulnais,1
13423,"family.""
",1
13424,"palpable
",1
13425,"pipe,
",1
13426,"troubled,",2
13427,trustworthy.,1
13428,"hit,",1
13429,"worth,",1
13430,"Barsad
",1
13431,"drunk,",2
13432,leave:,1
13433,genteel,1
13434,"departed,",1
13435,"forward
",2
13436,"Saint
",5
13437,smoking,4
13438,"chair:
",1
13439,Ma'amselle,1
13440,"little,
",1
13441,false.,1
13442,"is-""",1
13443,"stopped.
",3
13444,"is?""",1
13445,"wife.
",2
13446,"""-And",1
13447,triumph-,1
13448,"hope,
",2
13449,"sake,",10
13450,Destiny,1
13451,"""Her",2
13452,"destiny,""",1
13453,"usual
",2
13454,lead,3
13455,strange-,1
13456,"strange""-
",1
13457,pleading,1
13458,induce,2
13459,admit,5
13460,"""that,",1
13461,proscribed,1
13462,infernal,2
13463,dog's,1
13464,"""Stranger",1
13465,"come,""
",1
13466,certainty;,2
13467,merits;,1
13468,"enough.""
",1
13469,Either,2
13470,instinctive,4
13471,objectionable,1
13472,disappearance;,1
13473,"howbeit,",1
13474,lounge,1
13475,shortly,1
13476,"habitual
",1
13477,"aspect.
",2
13478,door-steps,1
13479,"window-ledges,",1
13480,"courts,",1
13481,"air,
",1
13482,Missionary-,1
13483,her-,3
13484,breed,1
13485,knitted.,3
13486,worthless,2
13487,things;,1
13488,substitute,1
13489,"drinking;
",1
13490,jaws,1
13491,digestive,1
13492,apparatus:,1
13493,stomachs,2
13494,"famine-pinched.
",1
13495,thoughts.,2
13496,"quicker
",1
13497,fiercer,1
13498,"with,
",3
13499,"behind.
",1
13500,"admiration.
",1
13501,"woman,""",1
13502,"woman!""
",1
13503,"bells
",1
13504,drums,4
13505,"Courtyard,
",1
13506,knitting.,2
13507,"surely,",1
13508,"bells,",1
13509,pleasantly,2
13510,steeple,1
13511,thundering,2
13512,cannon;,1
13513,drown,1
13514,potent,2
13515,Power,1
13516,"Plenty,",1
13517,Life.,1
13518,"selves
",1
13519,structure,2
13520,"unbuilt,",1
13521,"XVII
",1
13522,ONE,3
13523,"NIGHT
",1
13524,NEVER,1
13525,DID,1
13526,glory,1
13527,"quiet
",2
13528,moon,5
13529,"rise
",1
13530,milder,1
13531,"tree,",2
13532,"leaves.
",1
13533,to-morrow.,5
13534,"plane-tree.
",1
13535,"""Quite,",1
13536,"engaged
",2
13537,"employed
",1
13538,blessed-,1
13539,"Charles's
",1
13540,consecrated,1
13541,"unhappy
",1
13542,self-reproachful,1
13543,"is--""
",2
13544,command,1
13545,"moonlight,",1
13546,breast.,4
13547,moonlight,4
13548,"sad,",1
13549,"""Dearest",1
13550,dear!,5
13551,"quite,
",1
13552,duties,3
13553,interpose,2
13554,us?,1
13555,"certain?""
",1
13556,cheerful,3
13557,"assumed,",1
13558,"""Quite",1
13559,darling!,1
13560,More,2
13561,her:,3
13562,future,3
13563,"brighter,",1
13564,"Lucie,
",2
13565,"marriage,",1
13566,"nay,",1
13567,"father!--""
",1
13568,"""Believe",1
13569,love!,1
13570,Consider,1
13571,"You,",2
13572,appreciate,1
13573,anxiety,3
13574,"wasted--""
",1
13575,"""-wasted,",1
13576,child-,1
13577,"wasted,",1
13578,things-,1
13579,unselfishness,1
13580,comprehend,4
13581,"perfect,",1
13582,"incomplete?""
",1
13583,Charles.,4
13584,"Or,",2
13585,"hearing
",1
13586,suffering.,1
13587,"remembered
",2
13588,"afterwards.
",1
13589,"""See!""",3
13590,"Beauvais,",1
13591,moon.,1
13592,"prison-window,",1
13593,"torture
",1
13594,"beaten
",1
13595,prison-walls.,1
13596,"lethargic,",1
13597,"full,",1
13598,"number
",1
13599,intersect,1
13600,"them.""",1
13601,twentieth,1
13602,dwelt,2
13603,shock,5
13604,reference.,1
13605,contrast,1
13606,cheerfulness,3
13607,felicity,1
13608,endurance,2
13609,speculating,1
13610,unborn,2
13611,rent.,1
13612,"alive.
",1
13613,killed,3
13614,avenge,3
13615,(There,1
13616,unbearable.),1
13617,weigh,1
13618,disappeared,1
13619,act.,1
13620,"woman.""
",1
13621,forgetful,2
13622,"rather,",2
13623,ignorant,5
13624,year.,3
13625,"married
",2
13626,"perished
",1
13627,generation,1
13628,"blank.""
",2
13629,strikes,2
13630,"""You,",1
13631,Lucie?,2
13632,restoration,2
13633,remembrances,1
13634,"arise,",1
13635,night.-,1
13636,"""So!",1
13637,sadness,1
13638,sorrowful,3
13639,"peace,",3
13640,foundations,2
13641,could-,1
13642,"cell,
",2
13643,freedom,4
13644,fortress.,1
13645,image,2
13646,grated,3
13647,"window
",2
13648,"of?""
",2
13649,the-,3
13650,image;,1
13651,"fancy?""
",1
13652,moved.,2
13653,phantom,1
13654,"pursued,",1
13655,"likeness
",1
13656,have-,3
13657,"Lucie?
",1
13658,"Hardly,",1
13659,think?,1
13660,"distinctions.""
",1
13661,collected,3
13662,anatomise,1
13663,"condition.
",1
13664,peaceful,2
13665,"moonlight,
",1
13666,"picture
",1
13667,"active,
",1
13668,"cheerful,",1
13669,useful;,2
13670,pervaded,1
13671,"love
",1
13672,"children,""",2
13673,"Beauvais,
",2
13674,frowning,1
13675,"walls,
",2
13676,whispers.,1
13677,"showing
",1
13678,things.,3
13679,"fell
",3
13680,"knees,",2
13681,"her.""
",5
13682,"to-morrow?""
",3
13683,"""Lucie,",1
13684,troubles,3
13685,to-night,1
13686,"tell,",1
13687,happiness.,1
13688,"wildest,",1
13689,"us.""
",1
13690,embraced,4
13691,solemnly,5
13692,commended,3
13693,"humbly
",1
13694,"By-and-bye,",1
13695,"house.
",1
13696,bidden,1
13697,Lorry;,5
13698,bridesmaid,1
13699,residence;,1
13700,extend,1
13701,"formerly
",1
13702,apocryphal,1
13703,"lodger,",1
13704,"regretted
",1
13705,plot,2
13706,"affectionately.
",1
13707,separated.,1
13708,"morning,
",2
13709,downstairs,1
13710,stole,1
13711,unshaped,1
13712,"beforehand.
",1
13713,places;,1
13714,quiet;,1
13715,untroubled,1
13716,"pillow,",2
13717,coverlet.,1
13718,needless,1
13719,his;,1
13720,Into,1
13721,"worn;
",1
13722,tracks,1
13723,"resolute,",1
13724,guarded,3
13725,"unseen
",1
13726,"assailant,",1
13727,beheld,4
13728,"sleep,
",1
13729,timidly,1
13730,"prayer
",1
13731,aspired,1
13732,sorrows,3
13733,deserved.,1
13734,sunrise,1
13735,"shadows
",2
13736,"XVIII
",1
13737,NINE,1
13738,"DAYS
",1
13739,MARRIAGE-DAY,1
13740,church;,1
13741,"beautiful
",1
13742,"bride,",2
13743,Pross-,1
13744,"event,",1
13745,"gradual
",1
13746,process,2
13747,reconcilement,1
13748,"inevitable,",1
13749,"bliss,",2
13750,"bridegroom.
",1
13751,admire,3
13752,dress;,1
13753,baby!,1
13754,doing!,1
13755,valued,1
13756,conferring,1
13757,"Charles!""
",1
13758,matter-of-fact,1
13759,"""and
",2
13760,"Nonsense!""
",1
13761,"""Really?",1
13762,Well;,1
13763,"cry,""",1
13764,"crying,""",1
13765,"""I,",2
13766,"Pross?""",1
13767,(By,1
13768,"occasion.)
",1
13769,"Such
",1
13770,"'em,",1
13771,There's,2
13772,fork,1
13773,spoon,1
13774,"collection,""",1
13775,"came,
",1
13776,"gratified,""",1
13777,"""though,",1
13778,"honour,
",1
13779,rendering,3
13780,trifling,1
13781,"remembrance
",2
13782,lost.,3
13783,"Dear,",1
13784,"almost!""
",1
13785,"name.
",3
13786,"""Pooh!""",1
13787,"cradle.""
",2
13788,beamingly,1
13789,"wig,
",1
13790,"bachelor,""",2
13791,"""before
",1
13792,"""Then,",3
13793,"think,""",5
13794,unhandsomely,1
13795,"dealt
",1
13796,selection,2
13797,pattern.,1
13798,Enough!,1
13799,"Lucie,""",5
13800,soothingly,2
13801,"I,
",1
13802,folks,1
13803,"final
",1
13804,hear.,1
13805,"loving
",1
13806,own;,2
13807,conceivable,1
13808,of;,2
13809,"fortnight,",1
13810,Warwickshire,1
13811,"thereabouts,",1
13812,(comparatively,1
13813,speaking),1
13814,fortnight's,2
13815,"Wales,",1
13816,happiest,1
13817,frame.,1
13818,Somebody's,1
13819,"blessing,",3
13820,Somebody,1
13821,well-remembered,1
13822,"bright
",2
13823,genuine,1
13824,"tenderness
",1
13825,"old-fashioned,",1
13826,"Adam.
",1
13827,pale-,1
13828,"unaltered,",1
13829,"shadowy
",1
13830,indication,1
13831,avoidance,1
13832,"wind.
",1
13833,chariot,1
13834,"rest
",1
13835,"soon,",4
13836,"church,
",1
13837,"married.
",1
13838,smiles,1
13839,"diamonds,",1
13840,"sparkling,
",1
13841,bride's,1
13842,pockets.,1
13843,"sunlight,",1
13844,"threshold
",1
13845,"parting.
",1
13846,"parting,",2
13847,cheered,1
13848,disengaging,1
13849,enfolding,1
13850,Charles!,1
13851,"yours!""
",1
13852,chaise,1
13853,"curious,",1
13854,preparations,3
13855,simple,2
13856,welcome,3
13857,"hall,",2
13858,Doctor;,2
13859,uplifted,1
13860,poisoned,1
13861,"blow.
",1
13862,revulsion,2
13863,repression,1
13864,drearily,1
13865,starlight,1
13866,"ride.
",1
13867,"anxious
",3
13868,disturb,1
13869,Tellson's;,1
13870,presently.,2
13871,"knocking.
",1
13872,"God!""",1
13873,ear.,1
13874,"""O",6
13875,"lost!""",1
13876,Ladybird?,1
13877,"shoes!""
",1
13878,"busy.
",1
13879,moment-,1
13880,"inquiringly,",1
13881,waistcoat;,1
13882,"haggard,",1
13883,"hard-
",1
13884,impatiently-,1
13885,"interrupted.
",1
13886,size,1
13887,shape.,1
13888,"shoe,""",1
13889,"up.
",2
13890,mechanically,1
13891,friend?,1
13892,Think,1
13893,"proper
",1
13894,occupation.,2
13895,"Think,",1
13896,"friend!""
",1
13897,"instant
",1
13898,requested,4
13899,so;,2
13900,persuasion,1
13901,extract,2
13902,"worked,",5
13903,echoless,1
13904,"discover,",1
13905,furtively,1
13906,asked.,1
13907,"curiosity
",1
13908,perplexity-,1
13909,reconcile,2
13910,"important
",1
13911,others;,1
13912,"Lucie;
",1
13913,"In
",4
13914,conjunction,1
13915,"precaution,",2
13916,"deception
",1
13917,practised,2
13918,"write,",1
13919,"describing
",1
13920,"professionally,",1
13921,"post.
",2
13922,"measures,",1
13923,advisable,1
13924,reserve;,1
13925,"case.
",1
13926,"recovery,",2
13927,resort,1
13928,"course
",1
13929,"practicable,",1
13930,worried.,1
13931,"abandoned
",1
13932,delusion,2
13933,"fallen,",2
13934,falling.,1
13935,"remained,",1
13936,"seat
",1
13937,"writing,",3
13938,"free
",1
13939,"place.
",2
13940,see-,2
13941,"on,
",3
13942,write.,1
13943,"until
",3
13944,"manner,
",3
13945,"""Out?""
",2
13946,effort,3
13947,"dusk,
",1
13948,misty,4
13949,perceived,3
13950,"watches,",1
13951,"betimes,",1
