ticket_id,ticket_created,date_of_issue,time_of_issue,form,method,issue,caller_id_number,type_of_call_or_messge,advertiser_business_number,state,zip,location_center_point_of_the_zip_code
1002835,05/26/2016 03:11:21 PM +0000,5/26/16,10:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),763-307-5755,Prerecorded Voice,,PA,19530,"PA 19530
(40.540334, -75.774564)"
1002845,05/26/2016 03:15:22 PM +0000,5/26/16,8:17 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),626-427-9127,Text Message,,TX,78757,"TX 78757
(30.349869, -97.732706)"
1002848,05/26/2016 03:16:01 PM +0000,5/26/16,9:00 AM,Phone,Internet (VOIP),Robocalls,872-240-8540,Prerecorded Voice,,IL,60175,"IL 60175
(41.945518, -88.386194)"
1002853,05/26/2016 03:18:02 PM +0000,5/26/16,6:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),647-288-5300,Prerecorded Voice,,OR,97859,"OR 97859
(45.481387, -118.406911)"
1002860,05/26/2016 03:20:23 PM +0000,5/26/16,10:12 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),401-375-4764,Live Voice,,RI,2879,"RI 02879
(41.426645, -71.530707)"
1002865,05/26/2016 03:21:53 PM +0000,5/26/16,9:38 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,NY,10306,"NY 10306
(40.568821, -74.11862)"
1002866,05/26/2016 03:21:56 PM +0000,5/25/16,4:27 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,630-674-5295,Prerecorded Voice,,IL,60586,"IL 60586
(41.567249, -88.223355)"
1002868,05/26/2016 03:22:40 PM +0000,5/25/16,1:08 PM,Phone,Wired,Telemarketing (including do not call and spoofing),478-785-8213,Live Voice,,GA,31216,"GA 31216
(32.728387, -83.688521)"
1002876,05/26/2016 03:27:16 PM +0000,5/25/16,4:15 PM,Phone,Wired,Telemarketing (including do not call and spoofing),304-252-0568,Abandoned Calls,,WV,25813,"WV 25813
(37.761511, -81.126384)"
1028551,06/09/2016 10:08:52 PM +0000,6/9/16,4:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,561-756-4662,Autodialed Live Voice Call,,MN,56560,"MN 56560
(46.871285, -96.726736)"
1002877,05/26/2016 03:27:32 PM +0000,5/25/16,5:00 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),561-656-4617,Live Voice,561-656-4617,NJ,7720,"NJ 07720
(40.20173, -74.012952)"
1056720,06/27/2016 04:54:10 PM +0000,6/27/16,11:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),713-409-4567,Prerecorded Voice,,CT,6281,"CT 06281
(41.966594, -72.006511)"
1002970,05/26/2016 04:06:26 PM +0000,5/26/16,10:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),210-801-9608,Prerecorded Voice,,TX,75022,"TX 75022
(33.024276, -97.106458)"
1002888,05/26/2016 03:33:26 PM +0000,5/26/16,7:30 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),203-198-8114,Live Voice,,WA,98640,"WA 98640-0801
(46.507727, -124.046168)"
1002890,05/26/2016 03:34:41 PM +0000,5/26/16,7:30 a.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),818-324-3836,Abandoned Calls,,AZ,85304,"AZ 85304
(33.594897, -112.177091)"
1002894,05/26/2016 03:37:04 PM +0000,5/26/16,9:13 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,424-369-9085,Autodialed Live Voice Call,,MS,39402,"MS 39402
(31.323204, -89.400748)"
1002900,05/26/2016 03:39:01 PM +0000,5/26/16,9:10 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,855-201-1857,Prerecorded Voice,855-201-1857,WI,53151,"WI 53151
(42.97801, -88.096189)"
1002904,05/26/2016 03:40:16 PM +0000,5/25/16,9:14 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),509-233-4137,Live Voice,509-233-4137,TX,79935,"TX 79935
(31.770751, -106.330334)"
1002907,05/26/2016 03:40:51 PM +0000,5/26/16,10:28 AM,Phone,Wired,Robocalls,,Prerecorded Voice,206-823-3338,PA,16137,"PA 16137
(41.228794, -80.230365)"
1002910,05/26/2016 03:41:58 PM +0000,5/26/16,7:11 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Prerecorded Voice,,OR,97206,"OR 97206
(45.482846, -122.599304)"
1002914,05/26/2016 03:45:29 PM +0000,5/26/16,10:30 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),313-432-8160,Abandoned Calls,,MI,48849,"MI 48849
(42.79951, -85.139086)"
1002918,05/26/2016 03:47:59 PM +0000,5/26/16,10:04 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),505-633-7610,Live Voice,,NY,10925,"NY 10925
(41.210849, -74.301407)"
1002919,05/26/2016 03:48:51 PM +0000,5/26/16,10:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),609-868-9038,Prerecorded Voice,,NJ,8805,"NJ 08805
(40.570618, -74.539874)"
1002920,05/26/2016 03:49:30 PM +0000,5/26/16,10:09 PM,Phone,Wired,Telemarketing (including do not call and spoofing),215-636-9425,Prerecorded Voice,,PA,19444,"PA 19444
(40.087185, -75.256528)"
1002922,05/26/2016 03:49:34 PM +0000,5/26/16,9:26 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,561-668-3000,TX,76148,"TX 76148
(32.868866, -97.25093)"
1002935,05/26/2016 03:53:09 PM +0000,5/25/16,7:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,,UT,84074,"UT 84074
(40.563752, -112.316876)"
1056769,06/27/2016 05:14:02 PM +0000,6/27/16,11:44 A.M.,Phone,Wired,Telemarketing (including do not call and spoofing),508-283-0281,Live Voice,,NY,10932,"NY 10932
(41.480681, -74.467895)"
1002939,05/26/2016 03:54:56 PM +0000,5/26/16,10:46 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),424-369-9085,Live Voice,,NC,28078,"NC 28078
(35.410365, -80.862858)"
1002944,05/26/2016 03:55:43 PM +0000,5/26/16,10:52 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,509-233-4023,Prerecorded Voice,509-233-4023,NJ,7054,"NJ 07054
(40.860059, -74.4105)"
1002953,05/26/2016 03:59:08 PM +0000,5/26/16,10:30 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),304-727-2108,Abandoned Calls,,WV,25177,"WV 25177
(38.377485, -81.835047)"
1002954,05/26/2016 03:59:13 PM +0000,5/25/16,7:25 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,,UT,84120,"UT 84120
(40.693802, -112.00048)"
1002956,05/26/2016 04:01:22 PM +0000,5/23/16,11:41 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),313-432-8160,Live Voice,313-432-8160,MI,48849,"MI 48849
(42.79951, -85.139086)"
1002959,05/26/2016 04:02:41 PM +0000,5/26/16,10:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),717-335-9000,Live Voice,,PA,15324,"PA 15324
(40.101297, -80.063948)"
1002960,05/26/2016 04:03:04 PM +0000,5/26/16,10:35 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,850-368-3426,FL,32443,"FL 32443
(30.869884, -85.119714)"
1002964,05/26/2016 04:04:36 PM +0000,4/25/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,SD,57212,"SD 57212
(44.381907, -97.14734)"
1002976,05/26/2016 04:08:58 PM +0000,5/26/16,8:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,213-761-4910,VA,20109,"VA 20109
(38.787981, -77.525392)"
1002981,05/26/2016 04:09:45 PM +0000,5/25/16,12:48 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),201-285-1838,Prerecorded Voice,,NJ,7104,"NJ 07104
(40.766664, -74.168684)"
1002982,05/26/2016 04:09:45 PM +0000,5/25/16,9:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),724-419-9051,Abandoned Calls,,PA,16034,"PA 16034
(40.860222, -79.731555)"
1002987,05/26/2016 04:11:30 PM +0000,5/26/16,11:01 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),470-819-3980,Prerecorded Voice,,GA,30033,"GA 30033
(33.813635, -84.282618)"
1002988,05/26/2016 04:11:47 PM +0000,5/26/16,10:45 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),513-258-7103,Prerecorded Voice,,OH,45231,"OH 45231
(39.244026, -84.540994)"
1002990,05/26/2016 04:12:26 PM +0000,5/26/16,11:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Prerecorded Voice,239-307-6112,VA,23451,"VA 23451
(36.864353, -76.003693)"
1002994,05/26/2016 04:12:55 PM +0000,5/26/16,10:10 AM,Phone,Internet (VOIP),Robocalls,630-231-4000,Prerecorded Voice,,IL,60532,"IL 60532
(41.790185, -88.084852)"
1002997,05/26/2016 04:14:26 PM +0000,5/26/16,9:19 AM,Phone,Wired,Telemarketing (including do not call and spoofing),407-636-5788,Live Voice,,LA,70809,"LA 70809
(30.399273, -91.075915)"
1002998,05/26/2016 04:14:28 PM +0000,5/26/16,9:19 AM,Phone,Wired,Telemarketing (including do not call and spoofing),407-636-5788,Live Voice,,LA,70809,"LA 70809
(30.399273, -91.075915)"
1003008,05/26/2016 04:17:46 PM +0000,5/26/16,10:12 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),202-864-0151,Prerecorded Voice,202-864-0151,IL,60048,"IL 60048
(42.294495, -87.949155)"
1003019,05/26/2016 04:21:10 PM +0000,5/26/16,11:03  A.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,319-984-4006,Prerecorded Voice,,NY,10704,"NY 10704
(40.919901, -73.861958)"
1003020,05/26/2016 04:21:12 PM +0000,5/26/16,11:00 A.M.,Phone,Wired,Telemarketing (including do not call and spoofing),219-225-1839,Prerecorded Voice,,GA,30906,"GA 30906
(33.390902, -82.023148)"
1003021,05/26/2016 04:21:12 PM +0000,5/26/16,11:01 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,NJ,7747,"NJ 07747
(40.412556, -74.242861)"
1003024,05/26/2016 04:22:06 PM +0000,5/25/16,8:06 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),214-530-9061,Live Voice,214-530-9061,WA,98115,"WA 98115
(47.685291, -122.297534)"
1003025,05/26/2016 04:22:57 PM +0000,5/26/16,10:25 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),646-780-8721,Live Voice,,GA,30188,"GA 30188
(34.112675, -84.464391)"
1003026,05/26/2016 04:23:11 PM +0000,5/26/16,11:10 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,206-823-3359,Prerecorded Voice,206-823-3359,NJ,8057,"NJ 08057
(39.973565, -74.945661)"
1003031,05/26/2016 04:25:27 PM +0000,5/26/16,11:13 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),908-242-3854,Live Voice,,GA,30101,"GA 30101
(34.044671, -84.70402)"
1003032,05/26/2016 04:25:32 PM +0000,5/25/16,6:59 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,000-000-0000,Abandoned Calls,,VA,23502,"VA 23502
(36.85514, -76.211282)"
1003037,05/26/2016 04:26:42 PM +0000,5/25/16,9:03 AM,Phone,Wired,Telemarketing (including do not call and spoofing),205-578-6150,Abandoned Calls,,AL,35057,"AL 35057
(34.140704, -86.947948)"
1003042,05/26/2016 04:27:46 PM +0000,5/26/16,10:20 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),580-233-6186,Abandoned Calls,,TX,77845,"TX 77845
(30.566966, -96.285591)"
1003044,05/26/2016 04:28:42 PM +0000,5/26/16,10:15 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,LA,70763,"LA 70763
(30.044878, -90.747559)"
1003334,05/26/2016 05:48:09 PM +0000,5/26/16,11:38 AM,Phone,Wired,Telemarketing (including do not call and spoofing),360-667-6098,Prerecorded Voice,360-667-6098,TX,77058,"TX 77058
(29.559177, -95.097897)"
1003070,05/26/2016 04:38:28 PM +0000,5/26/16,11:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),347-407-8252,Prerecorded Voice,347-407-8252,NY,10101,"NY 10101
(40.763783, -73.985912)"
1003078,05/26/2016 04:40:57 PM +0000,5/26/16,11:30 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),,Prerecorded Voice,,NY,10153,"NY 10153
(40.76387, -73.973229)"
1003090,05/26/2016 04:42:54 PM +0000,5/26/16,10:31 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),206-823-3047,Live Voice,206-823-3047,TX,76092,"TX 76092
(32.95022, -97.149301)"
1003093,05/26/2016 04:43:36 PM +0000,5/26/16,1:30 PM,Phone,Wired,Telemarketing (including do not call and spoofing),667-401-3520,Live Voice,,MD,21144,"MD 21144
(39.126936, -76.684762)"
1003094,05/26/2016 04:45:26 PM +0000,5/20/16,10:28 AM,Phone,Wired,Telemarketing (including do not call and spoofing),845-767-8098,Live Voice,,WV,25177,"WV 25177-2508
(38.377485, -81.835047)"
1003102,05/26/2016 04:47:36 PM +0000,5/26/16,11:43 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,508-407-9788,Prerecorded Voice,,CA,90405,"CA 90405
(34.010653, -118.470964)"
1003103,05/26/2016 04:47:55 PM +0000,5/25/16,7:51 PM,Phone,Wired,Telemarketing (including do not call and spoofing),949-565-0493,Live Voice,949-565-0500,CA,94979,"CA 94979
(37.975375, -122.561809)"
1003105,05/26/2016 04:48:41 PM +0000,5/26/16,10:43 A.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,718-713-6547,Prerecorded Voice,,TX,77573,"TX 77573
(29.50217, -95.089847)"
1003108,05/26/2016 04:49:25 PM +0000,5/26/16,11:36 AM,Phone,Wired,Telemarketing (including do not call and spoofing),508-587-3017,Live Voice,,MA,2066,"MA 02066
(42.202993, -70.754954)"
1003109,05/26/2016 04:49:35 PM +0000,5/26/16,11:22 AM,Phone,Wired,Telemarketing (including do not call and spoofing),410-968-2645,Abandoned Calls,,MD,21817,"MD 21817
(37.990743, -75.836943)"
1003112,05/26/2016 04:51:27 PM +0000,5/26/16,11:45 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,800-483-8314,Prerecorded Voice,,OH,43085,"OH 43085
(40.101052, -83.013998)"
1003113,05/26/2016 04:51:30 PM +0000,5/26/16,8:22 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,CO,80517,"CO 80517
(40.36816, -105.542948)"
1003114,05/26/2016 04:51:35 PM +0000,5/25/16,3:49 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),904-282-2519,Live Voice,,FL,32068,"FL 32068
(30.080821, -81.872895)"
1003127,05/26/2016 04:55:03 PM +0000,5/25/16,6:38 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),773-897-0181,Live Voice,,VA,23453,"VA 23453
(36.788258, -76.081608)"
1056771,06/27/2016 05:14:21 PM +0000,6/27/16,11:45 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,315-282-5699,FL,32127,"FL 32127
(29.111502, -80.987097)"
1003139,05/26/2016 04:57:05 PM +0000,5/26/16,8:06 AM,Phone,Wired,Telemarketing (including do not call and spoofing),202-754-8005,Prerecorded Voice,,WA,99207,"WA 99207
(47.689761, -117.389695)"
1003140,05/26/2016 04:57:19 PM +0000,5/25/16,5:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),970-665-2424,Abandoned Calls,,CO,80459,"CO 80459
(40.130964, -106.471667)"
1003142,05/26/2016 04:58:16 PM +0000,5/26/16,9:39 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),512-503-3288,Live Voice,,CO,81504,"CO 81504
(39.083119, -108.487805)"
1003144,05/26/2016 04:58:39 PM +0000,5/26/16,11:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,877-468-9238,VA,23185,"VA 23185
(37.253258, -76.699169)"
1003148,05/26/2016 04:59:58 PM +0000,5/26/16,4:10 AM,Phone,Wired,Robocalls,512-309-8045,Abandoned Calls,,FL,32097,"FL 32097
(30.64073, -81.613429)"
1003149,05/26/2016 05:01:41 PM +0000,5/26/16,10:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),251-379-8098,Live Voice,,WI,54407,"WI 54407
(44.517855, -89.299139)"
1003151,05/26/2016 05:02:21 PM +0000,5/26/16,8:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),402-769-2434,Prerecorded Voice,,AZ,85351,"AZ 85351
(33.605755, -112.281181)"
1003156,05/26/2016 05:03:50 PM +0000,5/26/16,10:45 AM,Phone,Wired,Telemarketing (including do not call and spoofing),615-657-6954,Prerecorded Voice,,GA,30506,"GA 30506
(34.352095, -83.899767)"
1003164,05/26/2016 05:05:15 PM +0000,5/26/16,12:02 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),619-489-0089,Abandoned Calls,,GA,30325,"GA 30325
(33.748547, -84.391502)"
1003170,05/26/2016 05:08:29 PM +0000,5/25/16,4:29 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,NY,13212,"NY 13212
(43.126591, -76.132726)"
1003171,05/26/2016 05:08:33 PM +0000,5/4/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,866-971-7358,Prerecorded Voice,866-909-4458,OH,43302,"OH 43302
(40.594323, -83.126248)"
1003173,05/26/2016 05:08:56 PM +0000,5/26/16,4:30 AM,Phone,Wired,Robocalls,406-315-4171,Abandoned Calls,,FL,32097,"FL 32097
(30.64073, -81.613429)"
1003175,05/26/2016 05:09:19 PM +0000,5/26/16,11:49 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-555-9900,Prerecorded Voice,,VA,22801,"VA 22801
(38.416334, -78.874892)"
1003179,05/26/2016 05:10:37 PM +0000,5/26/16,12:05 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,917-864-8424,Prerecorded Voice,,NY,11364,"NY 11364
(40.746405, -73.760292)"
1003182,05/26/2016 05:11:11 PM +0000,5/26/16,12:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,530-389-5543,GA,30354,"GA 30354
(33.658267, -84.393987)"
1003184,05/26/2016 05:11:30 PM +0000,5/26/16,10:33 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,646-589-0699,Prerecorded Voice,646-589-0699,TX,77338,"TX 77338
(30.008078, -95.291133)"
1003185,05/26/2016 05:11:33 PM +0000,5/26/16,10:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,937-703-8342,Prerecorded Voice,937-703-8342,TX,77354,"TX 77354
(30.207545, -95.635597)"
1003190,05/26/2016 05:13:01 PM +0000,5/26/16,10:33 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Abandoned Calls,,IL,60202,"IL 60202
(42.03074, -87.688934)"
1003193,05/26/2016 05:13:52 PM +0000,5/26/16,11:49 AM,Phone,Wired,Telemarketing (including do not call and spoofing),484-494-4763,Live Voice,,PA,19023,"PA 19023
(39.916748, -75.266588)"
1003194,05/26/2016 05:13:56 PM +0000,5/26/16,12:02 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,NJ,7751,"NJ 07751
(40.359121, -74.264176)"
1003205,05/26/2016 05:16:54 PM +0000,5/25/16,12:12 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),860-334-4614,Prerecorded Voice,,CT,6360,"CT 06360
(41.541222, -72.087085)"
1003208,05/26/2016 05:17:15 PM +0000,5/26/16,11:40 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),734-260-2705,Live Voice,734-260-2705,ID,83714,"ID 83714
(43.698592, -116.255057)"
1003213,05/26/2016 05:18:12 PM +0000,5/26/16,12:10 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,OH,43202,"OH 43202
(40.020989, -83.012099)"
1003216,05/26/2016 05:18:18 PM +0000,5/26/16,10:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),928-220-8586,Live Voice,,CO,80113,"CO 80113
(39.644251, -104.966455)"
